variable_id,source_domain,name,primary_research_domain,secondary_research_domains,default_method_families,timing,preferred_source,measurement_requirements,inference_boundary
PSYCHDYN-007,Psychodynamic / identity-process constructs,Dissociative symptoms,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-008,Psychodynamic / identity-process constructs,Depersonalisation/derealisation,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-009,Psychodynamic / identity-process constructs,Body-self integration,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-010,Psychodynamic / identity-process constructs,Shame proneness,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-011,Psychodynamic / identity-process constructs,Internalised stigma,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-012,Psychodynamic / identity-process constructs,Defence-style profile where validly measured,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-013,Psychodynamic / identity-process constructs,Interpersonal dependency,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-014,Psychodynamic / identity-process constructs,Fear of abandonment,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-015,Psychodynamic / identity-process constructs,Need for belonging,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-016,Psychodynamic / identity-process constructs,Idealisation/devaluation tendencies where clinically assessed,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-017,Psychodynamic / identity-process constructs,Parent-child enmeshment/autonomy balance,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-018,Psychodynamic / identity-process constructs,Separation-individuation difficulties,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-019,Psychodynamic / identity-process constructs,Family conflict around identity/autonomy,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-020,Psychodynamic / identity-process constructs,Clinician countertransference rating in research setting,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-021,Psychodynamic / identity-process constructs,Therapeutic alliance,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-022,Psychodynamic / identity-process constructs,Alliance rupture/repair events,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-023,Psychodynamic / identity-process constructs,Narrative identity coherence,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-024,Psychodynamic / identity-process constructs,Narrative discontinuity across developmental periods,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-025,Psychodynamic / identity-process constructs,Meaning attributed to bodily distress,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-026,Psychodynamic / identity-process constructs,Meaning attributed to puberty,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-027,Psychodynamic / identity-process constructs,Meaning attributed to gender labels,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-028,Psychodynamic / identity-process constructs,Meaning attributed to medical transition,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-029,Psychodynamic / identity-process constructs,Expectancy of psychological relief from intervention,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-030,Psychodynamic / identity-process constructs,Nocebo/negative expectancy about non-intervention,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-031,Psychodynamic / identity-process constructs,Placebo/context expectancy effects,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-032,Psychodynamic / identity-process constructs,Prior identity instability across non-gender domains,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-033,Psychodynamic / identity-process constructs,Trauma-related identity disruption hypothesis marker,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-034,Psychodynamic / identity-process constructs,Psychodynamic formulation present in clinical record,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
PSYCHDYN-035,Psychodynamic / identity-process constructs,Competing psychodynamic formulation independently reviewed,PSYCHIATRIC_PSYCHOLOGICAL,,PSYCHODYNAMIC_FORMULATION;NARRATIVE_ANALYSIS;THEMATIC_FRAMEWORK_ANALYSIS,Baseline and repeated,PRO / structured interview / consented transcript / clinical formulation,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,"Psychodynamic interpretation is hypothesis-level evidence, not diagnostic fact"
SEL-001,"Selection, disclosure and reverse-causation falsifiers",Baseline gender-related distress before measured social/digital exposure,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Pre-exposure,EHR / participant,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-002,"Selection, disclosure and reverse-causation falsifiers",Baseline gender-related questioning/exploration before measured exposure,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Pre-exposure,participant / historical record,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-003,"Selection, disclosure and reverse-causation falsifiers",Date/time of first active search for gender-related material,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Historical/Prospective,consented search history / participant,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-004,"Selection, disclosure and reverse-causation falsifiers",Date/time of first algorithm-initiated recommendation exposure,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Prospective/Historical,consented platform export,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-005,"Selection, disclosure and reverse-causation falsifiers",Date/time of first peer-group contact relevant to gender-related discussion,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Repeated,participant/network diary,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-006,"Selection, disclosure and reverse-causation falsifiers",Peer tie formation relative to symptom/identity-exploration onset,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Repeated,network diary,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-007,"Selection, disclosure and reverse-causation falsifiers",Baseline peer-network composition,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Baseline,network diary,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-008,"Selection, disclosure and reverse-causation falsifiers",Propensity to select peers with similar interests/experiences,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Repeated,network model,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-009,"Selection, disclosure and reverse-causation falsifiers",Baseline social-media use intensity,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Baseline,device/platform data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-010,"Selection, disclosure and reverse-causation falsifiers",Baseline search propensity / information-seeking style,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Baseline,participant/device data,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-011,"Selection, disclosure and reverse-causation falsifiers",Search-initiated versus recommendation-initiated exposure fraction,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Repeated,platform export,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-012,"Selection, disclosure and reverse-causation falsifiers",Motivation for accessing gender-related content,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Repeated,participant contemporaneous diary,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
SEL-013,"Selection, disclosure and reverse-causation falsifiers",First disclosure of gender-related distress or incongruence,METHODS_META_RESEARCH,SERVICE_REFERRAL_ASCERTAINMENT,NEGATIVE_POSITIVE_CONTROLS;PLACEBO_FALSIFICATION;UNMEASURED_CONFOUNDING_SENSITIVITY;DAG_MODEL_CRITICISM,Historical/Prospective,EHR / participant,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Temporal precedence or association alone does not establish causation
