variable_id,variable_domain,variable_name,preferred_source_declared_in_ontology,primary_source_ids,secondary_source_ids,primary_source_data_types,access_classes,acquisition_phase,timing_requirement,sensitivity,linkage_note
SEL-005,"Selection, disclosure and reverse-causation falsifiers",Date/time of first peer-group contact relevant to gender-related discussion,participant/network diary,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-006,"Selection, disclosure and reverse-causation falsifiers",Peer tie formation relative to symptom/identity-exploration onset,network diary,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-007,"Selection, disclosure and reverse-causation falsifiers",Baseline peer-network composition,network diary,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Baseline,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-008,"Selection, disclosure and reverse-causation falsifiers",Propensity to select peers with similar interests/experiences,network model,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-009,"Selection, disclosure and reverse-causation falsifiers",Baseline social-media use intensity,device/platform data,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Baseline,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-010,"Selection, disclosure and reverse-causation falsifiers",Baseline search propensity / information-seeking style,participant/device data,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Baseline,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-011,"Selection, disclosure and reverse-causation falsifiers",Search-initiated versus recommendation-initiated exposure fraction,platform export,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-012,"Selection, disclosure and reverse-causation falsifiers",Motivation for accessing gender-related content,participant contemporaneous diary,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-013,"Selection, disclosure and reverse-causation falsifiers",First disclosure of gender-related distress or incongruence,EHR / participant,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Historical/Prospective,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-014,"Selection, disclosure and reverse-causation falsifiers",Delay from first internal experience to first disclosure,participant/EHR,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Historical,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-015,"Selection, disclosure and reverse-causation falsifiers",First help-seeking contact,EHR,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Historical/Prospective,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-016,"Selection, disclosure and reverse-causation falsifiers",Referral threshold / eligibility rule in force,service record,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Time-varying,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-017,"Selection, disclosure and reverse-causation falsifiers",Service availability / waiting-list capacity,service data,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Time-varying,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-018,"Selection, disclosure and reverse-causation falsifiers",Referral source,EHR,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Index,High,Candidate source mapping only; verify field-level availability and construct validity before application.
SEL-019,"Selection, disclosure and reverse-causation falsifiers",Clinic catchment denominator,administrative data,DS001;DS003;DS004;DS014;DS015,DS018;DS019;DS020,Patient-level NHS datasets; linked national collections | Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Gender identity responses; demographics; geography; quality diagnostics | Patient experience; demographics; gender identity/sex questions; geography/practice aggregates,MIXED_ACCESS;OPEN_AGGREGATE;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Time-varying,High,Candidate source mapping only; verify field-level availability and construct validity before application.
