variable_id,domain,canonical_name,candidate_causal_role,measurement_type,unit_or_encoding,temporal_anchor,preferred_source,candidate_primary_source_ids,candidate_secondary_source_ids,access_classes,privacy_class,participant_consent_rule,minimum_quality_gate,missingness_rule,linkage_rule,provenance_required,inference_boundary,acquisition_status
HIST-037,Historical psychiatric / policy corpus,Policy-to-treatment-initiation lag,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-038,Historical psychiatric / policy corpus,Policy-to-outcome lag,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-039,Historical psychiatric / policy corpus,Cross-country policy timing difference,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
HIST-040,Historical psychiatric / policy corpus,Historical corpus change-point date,Contextual exposure/Instrument/Moderator,TEMPORAL_NUMERIC,structured/validated measure where available,Historical time series,DSM/ICD/NHS/policy/professional/public corpus,DS029;DS049;DS050;DS051,DS046;DS052;DS060,ARCHIVE_MIXED;LICENSED_ARCHIVE;LICENSED_CORPUS;MIXED_ACCESS;OPEN_ARCHIVE;OPEN_CORPUS,PUBLIC_OR_INSTITUTIONAL,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Semantic or policy change does not by itself prove patient-level causal effect,UNVERIFIED_FIELD_AVAILABILITY
MET-001,Methodological / statistical integrity,Primary estimand definition,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-002,Methodological / statistical integrity,Time-zero definition,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-003,Methodological / statistical integrity,Exposure window definition,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-004,Methodological / statistical integrity,Outcome window definition,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-005,Methodological / statistical integrity,Confounder set provenance,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-006,Methodological / statistical integrity,Mediator set provenance,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-007,Methodological / statistical integrity,Collider exclusion check,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-008,Methodological / statistical integrity,Selection mechanism model,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-009,Methodological / statistical integrity,Missing-data mechanism assumption,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-010,Methodological / statistical integrity,Multiple-imputation diagnostics,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-011,Methodological / statistical integrity,Attrition rate,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-012,Methodological / statistical integrity,Inverse-probability weighting diagnostics,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
MET-013,Methodological / statistical integrity,Cluster/site intraclass correlation,Design/Quality control,TEMPORAL_NUMERIC,structured/validated measure where available,Study-level,Protocol / statistical analysis plan / OSL trace,DS033;DS034;DS037;DS040;DS041,DS043;DS044,LICENSED;MIXED_ACCESS;OPEN;OPEN_API;PUBLIC_WEB,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Statistical significance or model fit cannot substitute for causal identification,UNVERIFIED_FIELD_AVAILABILITY
